record_id,raw_mention,normalized_mention,interaction_count,proposed_concept_code,proposed_name_vi,concept_type,body_system,severity,course,stage,dialysis,criteria_text,source_fragment,expression,is_compound,confidence,ai_status,match_status,mapping_status,reason,review_decision,review_note
condition-mention:b35a63d6a096b306,Tắc nghẽn đường thoát của thất trái (ví dụ bệnh cơ tim phì đại tắc nghẽn và hẹp động mạch chủ mức độ nặng),tac nghen duong thoat cua that trai vi du benh co tim phi dai tac nghen va hep dong mach chu muc do nang,2,muscle_disease,Bệnh cơ,disease,neuromuscular,,,,,,Tắc nghẽn đường thoát của thất trái (ví dụ bệnh cơ tim phì đại tắc nghẽn và hẹp động mạch chủ mức độ nặng),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c1f47f2242167ab1,Tăng calci huyết,tang calci huyet,2,hypercalcemia,Tăng calci máu,clinical_finding,electrolyte,,,,,,Tăng calci huyết,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:a9e1509ddc18563b,tăng huyết áp không kiểm soát được,tang huyet ap khong kiem soat duoc,2,hypertension,Tăng huyết áp,disease,cardiovascular,,,,,,tăng huyết áp không kiểm soát được,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:66b2bf996962bce3,Tăng kali huyết,tang kali huyet,2,hyperkalemia,Tăng kali máu,clinical_finding,electrolyte,,,,,,Tăng kali huyết,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:fd800bac9fada6ff,tăng natri huyết,tang natri huyet,2,hypernatremia,Tăng natri máu,clinical_finding,electrolyte,,,,,,tăng natri huyết,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:91b99985cd42bd5f,Tăng nhãn áp góc hẹp,tang nhan ap goc hep,2,angle_closure_glaucoma,Glôcôm góc đóng/góc hẹp,disease,ophthalmic,,,,,,Tăng nhãn áp góc hẹp,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:56f4a6051c01cc94,Thiếu glucose-6-phosphat dehydrogenase,thieu glucose 6 phosphat dehydrogenase,2,g6pd_deficiency,Thiếu men G6PD,disease,hematologic,,,,,,Thiếu glucose-6-phosphat dehydrogenase,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ff14e538cadc1cbe,Thiếu hụt G6PD,thieu hut g6pd,2,g6pd_deficiency,Thiếu men G6PD,disease,hematologic,,,,,,Thiếu hụt G6PD,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:babe51fa4726a61b,Thiếu máu,thieu mau,2,anemia,Thiếu máu,disease,hematologic,,,,,,Thiếu máu,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7eba32250f2f887b,Thừa nước,thua nuoc,2,fluid_overload,Quá tải dịch,clinical_finding,metabolic,,,,,,Thừa nước,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1c5786f14466f6f7,Tiền sử hạ huyết áp thế đứng,tien su ha huyet ap the dung,2,hypotension,Hạ huyết áp,clinical_finding,cardiovascular,,,,,,Tiền sử hạ huyết áp thế đứng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b157e123ace2109b,tổn thương gan,ton thuong gan,2,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,,,,,,tổn thương gan,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:e88cb2f3e84e9d99,Trầm cảm,tram cam,2,depression,Trầm cảm,disease,psychiatric,,,,,,Trầm cảm,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:dd9a027cbdcb95f9,U ác tính,u ac tinh,2,malignancy,Bệnh ác tính,disease,oncologic,,,,,,U ác tính,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:3fc4de989505d156,U tế bào ưa crôm,u te bao ua crom,2,pheochromocytoma,U tủy thượng thận,disease,endocrine,,,,,,U tế bào ưa crôm,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:19d9b0b65212e5be,Vấn đề về thận,van de ve than,2,kidney_disease,Bệnh thận,disease,renal,,,,,,Vấn đề về thận,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:bc11289df1b3fe06,viêm tụy,viem tuy,2,pancreatitis,Viêm tụy,disease,gastrointestinal,,,,,,viêm tụy,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:e6b2cf311de37e8e,AIDS có viêm đại tràng nhiễm khuẩn do virus và vi khuẩn,aids co viem dai trang nhiem khuan do virus va vi khuan,1,colitis,Viêm đại tràng,disease,gastrointestinal,,,,,,AIDS có viêm đại tràng nhiễm khuẩn do virus và vi khuẩn,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:e6b2cf311de37e8e,AIDS có viêm đại tràng nhiễm khuẩn do virus và vi khuẩn,aids co viem dai trang nhiem khuan do virus va vi khuan,1,infection,Nhiễm trùng/nhiễm khuẩn,disease,infectious,,,,,,AIDS có viêm đại tràng nhiễm khuẩn do virus và vi khuẩn,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:37ffa71742544706,Áp lực làm đầy tim thấp,ap luc lam day tim thap,1,low_cardiac_reserve,Dự trữ tim kém,clinical_finding,cardiovascular,,,,,,Áp lực làm đầy tim thấp,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:97e5602b232c6822,Ban đỏ toàn thân,ban do toan than,1,generalized_erythema,Ban đỏ toàn thân,clinical_finding,dermatologic,,,,,,Ban đỏ toàn thân,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9282e5297b78f0ca,Ban ngứa hoặc viêm mũi dị ứng,ban ngua hoac viem mui di ung,1,allergic_rhinitis,Viêm mũi dị ứng,disease,immune,,,,,,Ban ngứa hoặc viêm mũi dị ứng,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5aed6e067eda3c3f,"Bất dung nạp galactose, thiếu Lapp lactase hay hội chứng kém hấp thu glucose và galactose","bat dung nap galactose, thieu lapp lactase hay hoi chung kem hap thu glucose va galactose",1,lactase_deficiency,Thiếu hụt lactase,disease,metabolic,,,,,,"Bất dung nạp galactose, thiếu Lapp lactase hay hội chứng kém hấp thu glucose và galactose",and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:58766dc945271524,bất thường liên quan đến hoạt động của nút xoang nhĩ và nút nhĩ thất,bat thuong lien quan den hoat dong cua nut xoang nhi va nut nhi that,1,sick_sinus_syndrome,Hội chứng suy nút xoang,disease,cardiovascular,,,,,,bất thường liên quan đến hoạt động của nút xoang nhĩ và nút nhĩ thất,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:48cec6ec7c86d7c9,Bất thường ở thực quản (hẹp thực quản hoặc co thắt thực quản),bat thuong o thuc quan hep thuc quan hoac co that thuc quan,1,esophageal_stenosis,Hẹp thực quản,disease,gastrointestinal,,,,,,Bất thường ở thực quản (hẹp thực quản hoặc co thắt thực quản),or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6394f32dbfcea381,Bệnh Addison,benh addison,1,addison_disease,Bệnh Addison,disease,endocrine,,,,,,Bệnh Addison,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:63594b942503a992,Bệnh Addison (suy vỏ thượng thận),benh addison suy vo thuong than,1,addison_disease,Bệnh Addison,disease,endocrine,,,,,,Bệnh Addison (suy vỏ thượng thận),single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:250f1efdaafbdb72,Bệnh Alzheimer,benh alzheimer,1,alzheimer_disease,Bệnh Alzheimer,disease,neurologic,,,,,,Bệnh Alzheimer,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:161bd04fd49f7a70,"Bệnh ảnh hưởng đến tuyến thượng thận, tuyến yên hoặc tuyến giáp","benh anh huong den tuyen thuong than, tuyen yen hoac tuyen giap",1,endocrine_gland_disorder,Bệnh tuyến nội tiết,disease,endocrine,,,,,,"Bệnh ảnh hưởng đến tuyến thượng thận, tuyến yên hoặc tuyến giáp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8f83ccb1435a949f,Bệnh áp-tơ hoặc bị loét miệng nặng,benh ap to hoac bi loet mieng nang,1,oral_ulcer,Loét miệng/áp-tơ,disease,dermatologic,severe,,,,,Bệnh áp-tơ hoặc bị loét miệng nặng,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5cec2a5cb947515d,"Bệnh cấp tính hoặc mạn tính có thể dẫn tới giảm oxy ở mô như suy tim mất bù, suy hô hấp, mới bị nhồi máu cơ tim gần đây, sốc","benh cap tinh hoac man tinh co the dan toi giam oxy o mo nhu suy tim mat bu, suy ho hap, moi bi nhoi mau co tim gan day, soc",1,heart_failure,Suy tim,disease,cardiovascular,,,,,,"Bệnh cấp tính hoặc mạn tính có thể dẫn tới giảm oxy ở mô như suy tim mất bù, suy hô hấp, mới bị nhồi máu cơ tim gần đây, sốc",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5cec2a5cb947515d,"Bệnh cấp tính hoặc mạn tính có thể dẫn tới giảm oxy ở mô như suy tim mất bù, suy hô hấp, mới bị nhồi máu cơ tim gần đây, sốc","benh cap tinh hoac man tinh co the dan toi giam oxy o mo nhu suy tim mat bu, suy ho hap, moi bi nhoi mau co tim gan day, soc",1,myocardial_infarction,Nhồi máu cơ tim,disease,cardiovascular,,,,,,"Bệnh cấp tính hoặc mạn tính có thể dẫn tới giảm oxy ở mô như suy tim mất bù, suy hô hấp, mới bị nhồi máu cơ tim gần đây, sốc",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5cec2a5cb947515d,"Bệnh cấp tính hoặc mạn tính có thể dẫn tới giảm oxy ở mô như suy tim mất bù, suy hô hấp, mới bị nhồi máu cơ tim gần đây, sốc","benh cap tinh hoac man tinh co the dan toi giam oxy o mo nhu suy tim mat bu, suy ho hap, moi bi nhoi mau co tim gan day, soc",1,shock,Sốc,clinical_finding,systemic,,,,,,"Bệnh cấp tính hoặc mạn tính có thể dẫn tới giảm oxy ở mô như suy tim mất bù, suy hô hấp, mới bị nhồi máu cơ tim gần đây, sốc",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5cec2a5cb947515d,"Bệnh cấp tính hoặc mạn tính có thể dẫn tới giảm oxy ở mô như suy tim mất bù, suy hô hấp, mới bị nhồi máu cơ tim gần đây, sốc","benh cap tinh hoac man tinh co the dan toi giam oxy o mo nhu suy tim mat bu, suy ho hap, moi bi nhoi mau co tim gan day, soc",1,respiratory_failure,Suy hô hấp,organ_impairment,respiratory,,,,,,"Bệnh cấp tính hoặc mạn tính có thể dẫn tới giảm oxy ở mô như suy tim mất bù, suy hô hấp, mới bị nhồi máu cơ tim gần đây, sốc",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c2b79f3911e31f08,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)","benh cap tinh hoac man tinh co the gay thieu oxy mo suy tim hoac suy ho hap, moi bi nhoi mau co tim, soc",1,heart_failure,Suy tim,disease,cardiovascular,,,,,,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c2b79f3911e31f08,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)","benh cap tinh hoac man tinh co the gay thieu oxy mo suy tim hoac suy ho hap, moi bi nhoi mau co tim, soc",1,myocardial_infarction,Nhồi máu cơ tim,disease,cardiovascular,,,,,,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c2b79f3911e31f08,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)","benh cap tinh hoac man tinh co the gay thieu oxy mo suy tim hoac suy ho hap, moi bi nhoi mau co tim, soc",1,shock,Sốc,clinical_finding,systemic,,,,,,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c2b79f3911e31f08,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)","benh cap tinh hoac man tinh co the gay thieu oxy mo suy tim hoac suy ho hap, moi bi nhoi mau co tim, soc",1,respiratory_failure,Suy hô hấp,organ_impairment,respiratory,,,,,,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c2b79f3911e31f08,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)","benh cap tinh hoac man tinh co the gay thieu oxy mo suy tim hoac suy ho hap, moi bi nhoi mau co tim, soc",1,hypoxemia,Thiếu oxy máu,clinical_finding,respiratory,,,,,,"Bệnh cấp tính hoặc mạn tính có thể gây thiếu oxy mô (Suy tim hoặc suy hô hấp, mới bị nhồi máu cơ tim, sốc)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:417db17c69d7ddab,Bệnh celiac,benh celiac,1,celiac_disease,Bệnh Celiac,disease,immune,,,,,,Bệnh celiac,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:83ade4c7433995a9,"Bệnh co thắt phế quản (hen phế quản, bệnh đường thở tắc nghẽn)","benh co that phe quan hen phe quan, benh duong tho tac nghen",1,asthma,Hen phế quản,disease,respiratory,,,,,,"Bệnh co thắt phế quản (hen phế quản, bệnh đường thở tắc nghẽn)",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:83ade4c7433995a9,"Bệnh co thắt phế quản (hen phế quản, bệnh đường thở tắc nghẽn)","benh co that phe quan hen phe quan, benh duong tho tac nghen",1,bronchospasm,Co thắt phế quản,clinical_finding,respiratory,,,,,,"Bệnh co thắt phế quản (hen phế quản, bệnh đường thở tắc nghẽn)",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:83ade4c7433995a9,"Bệnh co thắt phế quản (hen phế quản, bệnh đường thở tắc nghẽn)","benh co that phe quan hen phe quan, benh duong tho tac nghen",1,muscle_disease,Bệnh cơ,disease,neuromuscular,,,,,,"Bệnh co thắt phế quản (hen phế quản, bệnh đường thở tắc nghẽn)",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:19899a750aeaa22c,Bệnh cơ tim phì đại tắc nghẽn,benh co tim phi dai tac nghen,1,hypertrophic_cardiomyopathy,Bệnh cơ tim phì đại,disease,cardiovascular,,,,,,Bệnh cơ tim phì đại tắc nghẽn,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:19899a750aeaa22c,Bệnh cơ tim phì đại tắc nghẽn,benh co tim phi dai tac nghen,1,muscle_disease,Bệnh cơ,disease,neuromuscular,,,,,,Bệnh cơ tim phì đại tắc nghẽn,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:626d6014457ee0ba,Bệnh cơ tim phì đại tắc nghẽn (HOCM),benh co tim phi dai tac nghen hocm,1,hypertrophic_cardiomyopathy,Bệnh cơ tim phì đại,disease,cardiovascular,,,,,,Bệnh cơ tim phì đại tắc nghẽn (HOCM),unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:626d6014457ee0ba,Bệnh cơ tim phì đại tắc nghẽn (HOCM),benh co tim phi dai tac nghen hocm,1,muscle_disease,Bệnh cơ,disease,neuromuscular,,,,,,Bệnh cơ tim phì đại tắc nghẽn (HOCM),unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:eed30075b5c822c5,Bệnh cơ tim tắc nghẽn phì đại hoặc loạn nhịp nhanh,benh co tim tac nghen phi dai hoac loan nhip nhanh,1,arrhythmia,Rối loạn nhịp tim,disease,cardiovascular,,,,,,Bệnh cơ tim tắc nghẽn phì đại hoặc loạn nhịp nhanh,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:eed30075b5c822c5,Bệnh cơ tim tắc nghẽn phì đại hoặc loạn nhịp nhanh,benh co tim tac nghen phi dai hoac loan nhip nhanh,1,muscle_disease,Bệnh cơ,disease,neuromuscular,,,,,,Bệnh cơ tim tắc nghẽn phì đại hoặc loạn nhịp nhanh,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:825ba31896122421,Bệnh Crohn hoặc viêm loét đại tràng dạng hoạt động,benh crohn hoac viem loet dai trang dang hoat dong,1,ulcerative_colitis,Viêm loét đại tràng,disease,gastrointestinal,,,,,,Bệnh Crohn hoặc viêm loét đại tràng dạng hoạt động,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:825ba31896122421,Bệnh Crohn hoặc viêm loét đại tràng dạng hoạt động,benh crohn hoac viem loet dai trang dang hoat dong,1,crohn_disease,Bệnh Crohn,disease,gastrointestinal,,,,,,Bệnh Crohn hoặc viêm loét đại tràng dạng hoạt động,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2fea7154069e93b8,Bệnh cường giáp không được điều trị,benh cuong giap khong duoc dieu tri,1,hyperthyroidism,Cường giáp,disease,endocrine,,,,,,Bệnh cường giáp không được điều trị,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:92a6b6926f68dc87,Bệnh dạ dày ác tính,benh da day ac tinh,1,malignancy,Bệnh ác tính,disease,oncologic,,,,,,Bệnh dạ dày ác tính,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ca88ba7cf8c60d79,"bệnh đái tháo đường hoặc suy thận (GFR <60 ml/min/1,73 m²)","benh dai thao duong hoac suy than gfr < min 1,73 m²",1,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,,,,,,"bệnh đái tháo đường hoặc suy thận (GFR <60 ml/min/1,73 m²)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ca88ba7cf8c60d79,"bệnh đái tháo đường hoặc suy thận (GFR <60 ml/min/1,73 m²)","benh dai thao duong hoac suy than gfr < min 1,73 m²",1,diabetes_mellitus,Đái tháo đường,disease,endocrine,,,,,,"bệnh đái tháo đường hoặc suy thận (GFR <60 ml/min/1,73 m²)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:0e10c88116f69148,Bệnh di truyền về sinh tổng hợp haem,benh di truyen ve sinh tong hop haem,1,heme_biosynthesis_disorder,Rối loạn sinh tổng hợp heme,disease,metabolic,,,,,,Bệnh di truyền về sinh tổng hợp haem,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:84063e62f4a0efaf,Bệnh động kinh hoặc có tiền sử co giật,benh dong kinh hoac co tien su co giat,1,epilepsy,Động kinh/co giật,disease,neurologic,,,,,,Bệnh động kinh hoặc có tiền sử co giật,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:af85956cad0b28ab,Bệnh động mạch ngoại biên,benh dong mach ngoai bien,1,peripheral_arterial_disease,Bệnh động mạch ngoại biên,disease,cardiovascular,,,,,,Bệnh động mạch ngoại biên,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:78487f941bc0915c,Bệnh động mạch vành / Bệnh mạch máu,benh dong mach vanh benh mach mau,1,ischemic_heart_disease,Bệnh tim thiếu máu cục bộ,disease,cardiovascular,,,,,,Bệnh động mạch vành / Bệnh mạch máu,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:61617f4d426f7367,Bệnh động mạch vành ổn định,benh dong mach vanh on dinh,1,ischemic_heart_disease,Bệnh tim thiếu máu cục bộ,disease,cardiovascular,,,,,,Bệnh động mạch vành ổn định,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:733815ba4c082151,Bệnh động mạch vành tắc nghẽn nặng,benh dong mach vanh tac nghen nang,1,ischemic_heart_disease,Bệnh tim thiếu máu cục bộ,disease,cardiovascular,severe,,,,,Bệnh động mạch vành tắc nghẽn nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c2439335c7dac761,Bệnh động mạch vành / Tim thiếu máu cục bộ,benh dong mach vanh tim thieu mau cuc bo,1,ischemic_heart_disease,Bệnh tim thiếu máu cục bộ,disease,cardiovascular,,,,,,Bệnh động mạch vành / Tim thiếu máu cục bộ,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f36c5089052ba2bd,Bệnh đường hô hấp,benh duong ho hap,1,respiratory_disease,Bệnh hô hấp,disease,respiratory,,,,,,Bệnh đường hô hấp,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c0ca2ef469684175,Bệnh đường tiêu hóa,benh duong tieu hoa,1,gastrointestinal_disease,Bệnh đường tiêu hóa,disease,gastrointestinal,,,,,,Bệnh đường tiêu hóa,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d95a95da2f793e67,"Bệnh đường tiêu hóa, đặc biệt bệnh lỵ","benh duong tieu hoa, dac biet benh ly",1,gastrointestinal_disease,Bệnh đường tiêu hóa,disease,gastrointestinal,,,,,,"Bệnh đường tiêu hóa, đặc biệt bệnh lỵ",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:061adec7d2c90547,"Bệnh gan (cấp, mạn hoặc có tiền sử)","benh gan cap, man hoac co tien su",1,acute_liver_disease,Bệnh gan cấp tính,disease,hepatic,,acute,,,,"Bệnh gan (cấp, mạn hoặc có tiền sử)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4d766442387ee7af,Bệnh gan đang hoạt động như viêm gan cấp và xơ gan đang tiến triển,benh gan dang hoat dong nhu viem gan cap va xo gan dang tien trien,1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,Bệnh gan đang hoạt động như viêm gan cấp và xơ gan đang tiến triển,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4d766442387ee7af,Bệnh gan đang hoạt động như viêm gan cấp và xơ gan đang tiến triển,benh gan dang hoat dong nhu viem gan cap va xo gan dang tien trien,1,cirrhosis,Xơ gan,disease,hepatic,,,,,,Bệnh gan đang hoạt động như viêm gan cấp và xơ gan đang tiến triển,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:4d766442387ee7af,Bệnh gan đang hoạt động như viêm gan cấp và xơ gan đang tiến triển,benh gan dang hoat dong nhu viem gan cap va xo gan dang tien trien,1,hepatitis,Viêm gan,disease,hepatic,,,,,,Bệnh gan đang hoạt động như viêm gan cấp và xơ gan đang tiến triển,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
